Country Name,Series Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Trinidad and Tobago,Time to prepare and pay taxes (hours),210,210,210,210,210,210,210,210,210,210,210,210
Trinidad and Tobago,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,2.5,2.5,2.5
Trinidad and Tobago,Total tax rate (% of profit),39.2,39.2,35,36.3,36.3,35,31,31,31.5,32,32.2,32.2
Trinidad and Tobago,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,424,424,499
Trinidad and Tobago,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,635,635,635
Trinidad and Tobago,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,60,60,60
Trinidad and Tobago,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,78,78,78
Tunisia,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,11,11,11
Tunisia,Cost – Women (% of income per capita),10.1,9.3,8.3,7.9,5.7,5,4.2,4.1,4.7,4.2,3.9,4.7
Tunisia,Cost to build a warehouse (% of income per capita),7.6,7.3,6.6,6.6,6.5,3.3,3.7,2.9,2.8,2.6,2.5,2.5
Tunisia,Cost to enforce a contract (% of claim),21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8
Tunisia,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,200,200,200
Tunisia,Cost to get electricity (% of income per capita),..,..,..,..,1210.7,1062.8,894.1,878.5,811.9,738.7,677.7,696.6
Tunisia,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,144,144,144
Tunisia,Cost to register property (% of property value),6.2,6.2,6.2,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Tunisia,Cost to start a business (% of income per capita),10.1,9.3,8.3,7.9,5.7,5,4.2,4.1,4.7,4.2,3.9,4.7
Tunisia,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,3,3,3,3
Tunisia,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,4,4,4,6
Tunisia,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,75,77
Tunisia,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,5,5,5,5
Tunisia,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,5.3,5.3,5.3,5.3
Tunisia,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,6,6,6,6
Tunisia,Extent of director liability index (0 to 10),4,4,4,5,7,7,7,7,7,7,7,7
Tunisia,Extent of disclosure index (0 to 10),0,0,0,0,4,4,4,4,4,4,4,4
Tunisia,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,4,4,4,4
Tunisia,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,3,3,3,3
Tunisia,Labor tax and contributions (%),..,..,..,..,..,..,..,..,25.2,25.2,25.2,25.3
Tunisia,Minimum paid-in capital required to start a business (% of income per capita),29.8,28.3,25.3,0,0,0,0,0,0,0,0,0
Tunisia,Other taxes (%),..,..,..,..,..,..,..,..,..,21.8,21.9,21.9
Tunisia,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Tunisia,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,49.8,49.8
Tunisia,Private credit bureau coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,Procedures required to build a warehouse (number),17,17,17,17,17,17,17,17,17,17,17,17
Tunisia,Procedures required to connect to electricity (number),..,..,..,..,4,4,4,4,4,4,4,4
Tunisia,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,Procedures required to register property (number),4,4,4,4,4,4,4,4,4,4,4,4
Tunisia,Procedures required to start a business - Women (number),9,9,9,9,9,9,9,9,9,9,9,9
Tunisia,Procedures required to start a business (number),9,9,9,9,9,9,9,9,9,9,9,9
Tunisia,Profit tax (%),61.2,61.2,61.2,59.1,62.8,62.8,62.8,62.8,62.4,62.8,60.2,60.2
Tunisia,Public credit registry coverage (% of adults),8.2,11.6,13.7,14.9,19.9,22.9,27.3,27.8,28.8,30.2,28.9,27.5
Tunisia,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,11,11,11
Tunisia,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,6,6,6
Tunisia,Resolving Insolvency: cost (% of estate),7,7,7,7,7,7,7,7,7,7,7,7
Tunisia,Resolving Insolvency: recovery rate (cents on the dollar),51.5,51.2,51.5,52.3,52.3,51.7,52.2,52,52,52.3,52,52
Tunisia,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,4,4,4,4
Tunisia,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,8.5,8.5,8.5,8.5
Tunisia,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,4.7,4.7,4.7,4.7
Tunisia,Tax payments (number),22,22,22,22,22,8,8,8,8,8,8,8
Tunisia,Time required to build a warehouse (days),86,86,86,86,86,93,93,93,93,93,93,93
Tunisia,Time required to connect to electricity (days),..,..,..,..,65,65,65,65,65,65,65,65
Tunisia,Time required to enforce a contract (days),565,565,565,565,565,565,565,565,565,565,565,565
Tunisia,Time required to register property (days),47,47,39,39,39,39,39,39,39,39,39,39
Tunisia,Time required to start a business - Women (days),11,11,11,11,11,11,11,11,11,11,11,11
Tunisia,Time required to start a business (days),11,11,11,11,11,11,11,11,11,11,11,11
Tunisia,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,3,3,3
Tunisia,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,27,27,27
Tunisia,Time to prepare and pay taxes (hours),268,268,268,228,228,144,144,144,144,144,144,144
Tunisia,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,1.3,1.3,1.3
Tunisia,Total tax rate (% of profit),61.2,61.2,61.2,59.1,62.8,62.8,62.8,62.8,62.4,62.8,60.2,60.2
Tunisia,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,469,469,469
Tunisia,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,596,596,596
Tunisia,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,98,50,50
Tunisia,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,128,80,80
Turkey,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,9.5,9.5,9.5
Turkey,Cost – Women (% of income per capita),27.4,26.5,20.7,14.9,14.2,17.2,11.2,10.5,12.7,16.4,16.6,16.4
Turkey,Cost to build a warehouse (% of income per capita),10.8,10,10.7,7.1,6.6,6.7,4.8,4.2,4.1,4,3.6,3.5
Turkey,Cost to enforce a contract (% of claim),27.3,27.3,27.3,27.3,27.3,27.9,27.9,24.9,24.9,24.9,24.9,24.9
Turkey,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,87,87,87
Turkey,Cost to get electricity (% of income per capita),..,..,..,..,688.9,714.3,624.4,517.9,475.3,433.3,599.6,617.3
Turkey,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Turkey,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,142,142,142
Turkey,Cost to register property (% of property value),3.1,3.1,3.1,3,3,3,3.3,3.3,4,4,4,4
Turkey,Cost to start a business (% of income per capita),27.4,26.5,20.7,14.9,14.2,17.2,11.2,10.5,12.7,16.4,16.6,16.4
Turkey,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,3,3,3,3
Turkey,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Turkey,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,6,7,7,7
Turkey,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,63,69
Turkey,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,6,6,6,6
Turkey,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,6.7,6.7,6.7,6.7
Turkey,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,7,7,7,7
Turkey,Extent of director liability index (0 to 10),4,4,4,4,4,4,4,4,5,5,5,5
Turkey,Extent of disclosure index (0 to 10),8,8,8,9,9,9,9,9,9,9,9,9
Turkey,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,7.3,7.3,7.3,7.3
Turkey,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,8,8,8,8
Turkey,Labor tax and contributions (%),..,..,..,..,..,..,..,..,18.8,19.2,19.9,19.9
Turkey,Minimum paid-in capital required to start a business (% of income per capita),20.9,18.7,16.2,10.9,9.5,9.9,8.7,7.2,13.2,12.1,11,10.2
Turkey,Other taxes (%),..,..,..,..,..,..,..,..,..,3,3.1,3.1
Turkey,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Turkey,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,3.9,3.9
Turkey,Private credit bureau coverage (% of adults),27.6,27.6,27,26.3,42.9,42.2,60.5,63,71.7,0,0,0
Turkey,Procedures required to build a warehouse (number),22,22,22,22,22,22,22,20,19,19,18,18
Turkey,Procedures required to connect to electricity (number),..,..,..,..,5,5,5,5,4,4,4,4
Turkey,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Turkey,Procedures required to register property (number),7,7,7,7,7,7,7,7,7,7,7,7
Turkey,Procedures required to start a business - Women (number),7,7,7,7,7,7,7,7,7,8,8,7
Turkey,Procedures required to start a business (number),7,7,7,7,7,7,7,7,7,8,8,7
Turkey,Profit tax (%),53.1,52.7,44.5,44.5,43.5,43.5,40.2,40.2,39.7,40.5,41.1,41.1
Turkey,Public credit registry coverage (% of adults),4.9,6.7,10.3,12.7,15.9,18.3,23.8,23.5,27,63.6,74.9,76.6
Turkey,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,21.5,21.5,21.5
Turkey,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,6,6,5
Turkey,Resolving Insolvency: cost (% of estate),14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
Turkey,Resolving Insolvency: recovery rate (cents on the dollar),11.3,18.5,20.3,20.2,20.2,21.1,22.3,23.6,22.3,27.9,18.7,18.5
Turkey,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,7.3,7.3,7.3,7.3
Turkey,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,8,8,8,8
Turkey,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,7,7,7,7
Turkey,Tax payments (number),11,11,11,11,11,11,11,11,11,11,11,11
Turkey,Time required to build a warehouse (days),143,143,143,143,143,143,143,124,107,104,103,103
Turkey,Time required to connect to electricity (days),..,..,..,..,70,70,70,70,70,70,63,63
Turkey,Time required to enforce a contract (days),420,420,420,420,420,420,420,420,420,420,580,580
Turkey,Time required to register property (days),7,7,7,7,7,7,7,7,7,7,7,7
Turkey,Time required to start a business - Women (days),7,7,7,7,7,7,7,7,7,7.5,7.5,6.5
Turkey,Time required to start a business (days),7,7,7,7,7,7,7,7,7,7.5,7.5,6.5
Turkey,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,5,5,5
Turkey,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,11,11,11
Turkey,Time to prepare and pay taxes (hours),254,254,223,223,223,226,226,226,226,226,226,216.5
Turkey,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,3.3,4.5,4.5
Turkey,Total tax rate (% of profit),53.1,52.7,44.5,44.5,43.5,43.5,40.2,40.2,39.7,40.5,41.1,41.1
Turkey,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,376,376,376
Turkey,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,655,655,655
Turkey,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,16,16,16
Turkey,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,41,41,41
Turkmenistan,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost – Women (% of income per capita),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost to build a warehouse (% of income per capita),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost to enforce a contract (% of claim),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost to get electricity (% of income per capita),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost to register property (% of property value),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Cost to start a business (% of income per capita),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Extent of director liability index (0 to 10),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Extent of disclosure index (0 to 10),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Labor tax and contributions (%),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Minimum paid-in capital required to start a business (% of income per capita),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Other taxes (%),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Private credit bureau coverage (% of adults),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Procedures required to build a warehouse (number),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Procedures required to connect to electricity (number),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Procedures required to register property (number),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Procedures required to start a business - Women (number),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Procedures required to start a business (number),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Profit tax (%),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Public credit registry coverage (% of adults),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Resolving Insolvency: cost (% of estate),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Resolving Insolvency: recovery rate (cents on the dollar),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Tax payments (number),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time required to build a warehouse (days),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time required to connect to electricity (days),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time required to enforce a contract (days),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time required to register property (days),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time required to start a business - Women (days),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time required to start a business (days),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time to prepare and pay taxes (hours),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Total tax rate (% of profit),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,..,..,..
Uganda,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,8,8,8
Uganda,Cost – Women (% of income per capita),99.2,96,92,100.7,84.4,94.4,84.5,76.7,78.3,64.4,39.7,37.1
Uganda,Cost to build a warehouse (% of income per capita),32.7,31.6,30.2,26.1,21.7,18.5,16.5,14.8,14.4,11.7,9.6,9
Uganda,Cost to enforce a contract (% of claim),44.9,44.9,44.9,44.9,44.9,44.9,44.9,44.9,31.3,31.3,31.3,31.3
Uganda,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,102,102,102
Uganda,Cost to get electricity (% of income per capita),..,..,..,..,7021.5,5990.8,15622.7,14082.1,13575.8,11004.9,9030.5,8449
Uganda,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Uganda,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,296,296,296
Uganda,Cost to register property (% of property value),2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6
Uganda,Cost to start a business (% of income per capita),99.2,96,92,100.7,84.4,94.4,84.5,76.7,78.3,64.4,39.7,37.1
Uganda,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,6,6,6,6
Uganda,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Uganda,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,0,0,7,7
Uganda,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,116,115
Uganda,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,7,7,7,7
Uganda,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,5,5,5,5
Uganda,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,5,5,5,5
Uganda,Extent of director liability index (0 to 10),5,5,5,5,5,5,5,5,5,5,5,5
Uganda,Extent of disclosure index (0 to 10),3,3,3,3,3,3,3,3,3,3,3,3
Uganda,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,5,5,5,5
Uganda,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,5,5,5,5
Uganda,Labor tax and contributions (%),..,..,..,..,..,..,..,..,11.3,11.3,11.3,11.3
Uganda,Minimum paid-in capital required to start a business (% of income per capita),0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Other taxes (%),..,..,..,..,..,..,..,..,..,0,0,0
Uganda,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,1,1,1,1,1,1
Uganda,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,78.4,78.4
Uganda,Private credit bureau coverage (% of adults),0,0,0,0,0,1.1,3,3.7,4.1,4.9,5.3,6.6
Uganda,Procedures required to build a warehouse (number),17,17,17,17,17,17,17,17,18,18,18,18
Uganda,Procedures required to connect to electricity (number),..,..,..,..,5,5,6,6,6,6,6,6
Uganda,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Uganda,Procedures required to register property (number),11,11,11,11,11,11,11,11,10,10,10,10
Uganda,Procedures required to start a business - Women (number),17,17,17,17,17,16,14,14,14,14,14,13
Uganda,Procedures required to start a business (number),17,17,17,17,17,16,14,14,14,14,14,13
Uganda,Profit tax (%),36.7,35,36.6,35.4,36.6,36.6,33.5,33.5,36.5,33.5,33.5,33.5
Uganda,Public credit registry coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,10,10,10.5
Uganda,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,4,4,4
Uganda,Resolving Insolvency: cost (% of estate),29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5
Uganda,Resolving Insolvency: recovery rate (cents on the dollar),39.8,40.4,41,41.1,41.1,39.7,40.2,38.9,36,37.9,39.1,38.4
Uganda,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,5,5,5,5
Uganda,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,4,6,6,6
Uganda,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,5,5,5,5
Uganda,Tax payments (number),32,32,32,31,31,31,31,31,31,31,31,31
Uganda,Time required to build a warehouse (days),145,145,145,145,145,146,146,146,149,128,122,122
Uganda,Time required to connect to electricity (days),..,..,..,..,150,90,132,132,132,132,86,66
Uganda,Time required to enforce a contract (days),535,535,535,535,510,490,490,490,490,490,490,490
Uganda,Time required to register property (days),66,66,66,66,66,66,40,51,46,42,42,42
Uganda,Time required to start a business - Women (days),36,30,30,27,27,26,26,29,28,28,27,26
Uganda,Time required to start a business (days),36,30,30,27,27,26,26,29,28,28,27,26
Uganda,Time to export: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,64,64,64
Uganda,Time to import: Documentary compliance (hours),..,..,..,..,..,..,..,..,..,138,138,138
Uganda,Time to prepare and pay taxes (hours),237,237,237,222,161,161,213,213,209,209,209,195
Uganda,Time to resolve insolvency (years),..,..,..,..,..,..,..,..,..,2.2,2.2,2.2
Uganda,Total tax rate (% of profit),36.7,35,36.6,35.4,36.6,36.6,33.5,33.5,36.5,33.5,33.5,33.5
Uganda,Trade: Cost to export (US$ per container),..,..,..,..,..,..,..,..,..,287,287,287
Uganda,Trade: Cost to import (US$ per container),..,..,..,..,..,..,..,..,..,489,489,489
Uganda,Trade: Time to export (day),..,..,..,..,..,..,..,..,..,85,85,71
Uganda,Trade: Time to import (days),..,..,..,..,..,..,..,..,..,154,154,154
Ukraine,Building quality control index (0-15),..,..,..,..,..,..,..,..,..,8,8,8
Ukraine,Cost – Women (% of income per capita),10.6,9.2,7.8,5.5,5.8,6.1,4.4,1.5,1.3,1.2,0.6,0.5
Ukraine,Cost to build a warehouse (% of income per capita),20.6,18,15.3,22.6,21.4,22.5,21.9,21.6,15.3,15.2,15.2,15.2
Ukraine,Cost to enforce a contract (% of claim),41.5,43.8,43.8,43.8,43.8,43.8,43.8,43.8,46.3,46.3,46.3,46.3
Ukraine,Cost to export: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,292,292,292
Ukraine,Cost to get electricity (% of income per capita),..,..,..,..,262.9,275.2,229.2,192.3,855.5,882.7,795.3,637.6
Ukraine,Cost to import (deflated US$ per container),..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Cost to import: Documentary compliance (USD),..,..,..,..,..,..,..,..,..,212,212,212
Ukraine,Cost to register property (% of property value),5.6,3.4,3.3,2.9,2.6,4.1,3.9,3.7,2.4,2,2,1.9
Ukraine,Cost to start a business (% of income per capita),10.6,9.2,7.8,5.5,5.8,6.1,4.4,1.5,1.3,1.2,0.6,0.5
Ukraine,Credit: Strength of legal rights index (0=weak to 10=strong),..,..,..,..,..,..,..,..,8,8,8,8
Ukraine,Creditor participation index (0-4),..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Depth of credit information index (0=low to 6=high),..,..,..,..,..,..,..,..,7,7,7,7
Ukraine,Ease of doing business index (1=easiest to 185=most difficult),..,..,..,..,..,..,..,..,..,..,81,80
Ukraine,Ease of shareholder suits index (0 to 10),..,..,..,..,..,..,..,..,6,6,6,6
Ukraine,Extent of conflict of interest regulation index (0-10),..,..,..,..,..,..,..,..,4,4,4,4.7
Ukraine,Extent of corporate transparency index (0-9),..,..,..,..,..,..,..,..,9,9,9,9
Ukraine,Extent of director liability index (0 to 10),3,3,3,3,2,2,2,2,2,2,2,2
Ukraine,Extent of disclosure index (0 to 10),1,1,1,1,4,4,4,4,4,4,4,6
Ukraine,Extent of shareholder governance index (0-10),..,..,..,..,..,..,..,..,6,6,6,6.7
Ukraine,Extent of shareholder rights index (0-10.5),..,..,..,..,..,..,..,..,6,6,6,6
Ukraine,Labor tax and contributions (%),..,..,..,..,..,..,..,..,43.1,43.1,43.1,43.1
Ukraine,Minimum paid-in capital required to start a business (% of income per capita),183,198.8,203.1,174.2,153.5,2.2,1.8,0,0,0,0,0
Ukraine,Other taxes (%),..,..,..,..,..,..,..,..,..,0.1,0.1,0.1
Ukraine,Outcome (0 as piecemeal sale and 1 as going concern),..,..,..,..,..,..,0,0,0,0,0,0
Ukraine,Postfiling index (0-100),..,..,..,..,..,..,..,..,..,..,79.3,79.3
Ukraine,Private credit bureau coverage (% of adults),0,0,0,3,3,10.1,17,23.3,28.3,48,36.7,40
Ukraine,Procedures required to build a warehouse (number),27,27,27,27,27,19,19,19,10,10,10,10
Ukraine,Procedures required to connect to electricity (number),..,..,..,..,10,10,10,10,5,5,5,5
Ukraine,Procedures required to enforce a contract (number),..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,Procedures required to register property (number),10,10,10,10,10,10,10,10,8,7,7,7
Ukraine,Procedures required to start a business - Women (number),15,10,10,10,10,10,9,7,6,6,4,4
Ukraine,Procedures required to start a business (number),15,10,10,10,10,10,9,7,6,6,4,4
Ukraine,Profit tax (%),57.3,57,56.6,57.2,57.2,55.5,57.1,55.4,54.4,52.7,52.2,51.9
Ukraine,Public credit registry coverage (% of adults),0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Quality of the land administration index (0-30),..,..,..,..,..,..,..,..,..,15.5,15.5,15.5
Ukraine,Reliability of supply and transparency of tariff index (0-8),..,..,..,..,..,..,..,..,..,5,5,6
Ukraine,Resolving Insolvency: cost (% of estate),42,42,42,42,42,42,42,42,42,42,42,42
Ukraine,Resolving Insolvency: recovery rate (cents on the dollar),8.4,8.7,9.1,9.2,9.2,7.9,8.9,8.7,8.2,8.6,8.3,7.5
Ukraine,Strength of governance structure index (0-10.5),..,..,..,..,..,..,..,..,6,6,6,6.7
Ukraine,Strength of insolvency framework index (0-16),..,..,..,..,..,..,..,..,7.5,7.5,7.5,7.5
Ukraine,Strength of investor protection index (0 to 10),..,..,..,..,..,..,..,..,5,5,5,5.7
Ukraine,Tax payments (number),147,147,147,147,147,135,135,28,28,5,5,5
Ukraine,Time required to build a warehouse (days),510,510,510,529,497,374,374,351,78,67,67,67
